date,min,max,median,q1,q3,stdev,count
2020-10-02T00:00:00.000Z,6.83,20.1,14.65,11.57,16.23,2.978,266
2020-10-03T00:00:00.000Z,7.9,25.53,17.04,11.9,20.93,4.955,254
2020-10-04T00:00:00.000Z,10.8,31.8,21.55,16.87,25.7,4.831,312
2020-10-05T00:00:00.000Z,0.5,18.5,2.97,1.3,5.87,3.91,320
2020-10-06T00:00:00.000Z,1.4,35.6,3.97,2.93,12.47,11.218,338
2020-10-07T00:00:00.000Z,1.2,7.37,3.22,2.23,4.2,1.249,326
2020-10-08T00:00:00.000Z,0.97,5.9,2.02,1.57,2.8,1.018,314
2020-10-09T00:00:00.000Z,0.5,5.43,1.69,1.09,2.29,1.082,348
2020-10-10T00:00:00.000Z,0.6,13.4,2.4,1.87,3.47,1.508,411
2020-10-11T00:00:00.000Z,0.56,6.03,1.21,1,1.57,0.509,426
2020-10-12T00:00:00.000Z,0.3,1.7,0.6,0.5,0.8,0.249,343
2020-10-13T00:00:00.000Z,0.4,3.03,0.83,0.7,1.02,0.289,417
2020-10-14T00:00:00.000Z,0.4,2.06,0.8,0.7,1,0.256,386
2020-10-15T00:00:00.000Z,0.4,1.8,0.87,0.73,1.03,0.238,388
2020-10-16T00:00:00.000Z,0.3,5.37,0.9,0.7,2,1.236,426
2020-10-17T00:00:00.000Z,0.4,2.29,0.93,0.8,1.2,0.302,416
2020-10-18T00:00:00.000Z,0.4,2,0.73,0.6,0.9,0.232,436
2020-10-19T00:00:00.000Z,0.4,1.8,0.8,0.7,1,0.238,425
2020-10-20T00:00:00.000Z,0.7,12.27,2,1.47,2.97,2.659,446
2020-10-21T00:00:00.000Z,8.3,26.7,17.1,13.03,20.07,4.181,426
2020-10-22T00:00:00.000Z,0.4,15.43,2,1.12,4.26,3.33,414
2020-10-23T00:00:00.000Z,0.37,8.52,1.37,0.77,2.9,1.338,412
2020-10-24T00:00:00.000Z,0.7,5.53,2.63,2.06,3.37,0.934,421
2020-10-25T00:00:00.000Z,0.7,14.6,5.65,3.03,7.5,2.916,462
2020-10-26T00:00:00.000Z,1.03,39.07,6.4,2.9,17.5,10.55,471
2020-10-27T00:00:00.000Z,1.03,37.72,4.13,2.4,7.03,9.872,447
2020-10-28T00:00:00.000Z,1.8,9.27,3.8,3,5.09,1.598,460
2020-10-29T00:00:00.000Z,2.93,13.9,6.43,4.9,8.3,2.202,463
2020-10-30T00:00:00.000Z,3.93,20.8,9.65,7.5,11.2,2.753,482
2020-10-31T00:00:00.000Z,1.73,18.3,6.02,4.05,7.9,3.527,480
2020-11-01T00:00:00.000Z,1.03,20.1,8.09,3.1,14.27,5.691,482
2020-11-02T00:00:00.000Z,0.4,21.8,3.67,1.7,6.87,5.325,435
2020-11-03T00:00:00.000Z,0.5,6.13,1.7,1.39,2.06,0.636,456
2020-11-04T00:00:00.000Z,1.1,6.83,2.6,2,3.17,0.882,340
2020-11-05T00:00:00.000Z,0.6,2.93,1.4,1.1,1.77,0.461,307
2020-11-06T00:00:00.000Z,0.4,8.77,1,0.8,1.53,0.763,326
2020-11-07T00:00:00.000Z,0.7,4.7,2.06,1.52,2.7,0.853,389
2020-11-08T00:00:00.000Z,0.63,9.19,1.7,1.1,2.87,1.5,345
2020-11-09T00:00:00.000Z,0.9,7.83,2.2,1.63,3.2,1.51,287
2020-11-10T00:00:00.000Z,1.9,8.73,3.9,3.35,4.5,1.277,329
2020-11-11T00:00:00.000Z,2.6,18,8,4.33,14.17,4.599,343
2020-11-12T00:00:00.000Z,14.23,40.2,20.45,16.84,27.48,5.754,288
2020-11-13T00:00:00.000Z,4.73,20.23,11.53,9.19,14.07,3.055,315
2020-11-14T00:00:00.000Z,2.77,20.7,8.82,6.43,10.77,3.953,338
2020-11-15T00:00:00.000Z,8.23,47.07,17.43,11.33,25,10.055,291
2020-11-16T00:00:00.000Z,3,42.07,18,15.27,27.15,10.828,280
2020-11-17T00:00:00.000Z,0.6,4.13,2.13,1.52,2.62,0.728,308
2020-11-18T00:00:00.000Z,0.4,3.53,1.17,0.77,2.02,0.744,370
2020-11-19T00:00:00.000Z,0.4,5.33,1.53,0.7,2.57,1.156,370
2020-11-20T00:00:00.000Z,0.4,3.87,0.93,0.7,1.37,0.535,367
2020-11-21T00:00:00.000Z,0.56,4.47,1.3,1.03,1.6,0.465,314
2020-11-22T00:00:00.000Z,0.4,4.5,2.13,1.7,2.6,0.75,312
2020-11-23T00:00:00.000Z,0.4,1.53,0.77,0.67,0.9,0.2,274
2020-11-24T00:00:00.000Z,0.43,9.43,2.29,1.17,3.13,1.485,286
2020-11-25T00:00:00.000Z,0.8,9.02,4.2,2.97,5.13,1.73,298
2020-11-26T00:00:00.000Z,0.7,13.77,4.73,1.6,9,3.825,291
2020-11-27T00:00:00.000Z,0.5,2.6,1.17,0.9,1.73,0.519,274
2020-11-28T00:00:00.000Z,0.77,5,2.1,1.53,3.1,0.986,282
2020-11-29T00:00:00.000Z,2.17,11.47,4.7,3.8,7.9,2.371,283
2020-11-30T00:00:00.000Z,1.7,13.6,5.6,4.37,8.25,2.926,257
2020-12-01T00:00:00.000Z,1.97,12.8,4.57,3.27,6.6,2.358,227
2020-12-02T00:00:00.000Z,0.8,16,8.43,6.15,9.69,3.337,229
2020-12-03T00:00:00.000Z,5.2,17.82,9.35,7.43,11.37,2.499,230
2020-12-04T00:00:00.000Z,1.1,14.4,5.85,3.73,9.23,3.317,262
2020-12-05T00:00:00.000Z,7.93,26.43,20.8,19.45,22.2,4.276,241
2020-12-06T00:00:00.000Z,10.19,30.9,22.87,17.53,26.33,4.946,278
2020-12-07T00:00:00.000Z,3.6,20.63,6.37,5.23,11.63,4.717,287
2020-12-08T00:00:00.000Z,3.5,12,7.43,6.4,8.4,1.497,279
2020-12-09T00:00:00.000Z,4.4,15.37,9.47,6.8,11.93,2.859,250
2020-12-10T00:00:00.000Z,5.09,15.97,10.5,7.5,12.5,2.72,262
2020-12-11T00:00:00.000Z,2.93,32.1,8.65,7.27,14.97,5.326,310
2020-12-12T00:00:00.000Z,5.33,20.23,12.4,9.09,15.22,3.927,317
2020-12-13T00:00:00.000Z,2.29,24.03,7.57,5.13,19.07,6.787,303
2020-12-14T00:00:00.000Z,3.33,12.13,5.53,4.83,6.49,1.737,273
2020-12-15T00:00:00.000Z,4.7,20.87,9.86,8.19,13.58,3.662,309
2020-12-16T00:00:00.000Z,0.7,11.4,1.8,1.27,3.4,2.668,309
2020-12-17T00:00:00.000Z,2.33,8.36,4.9,3.8,5.7,1.205,275
2020-12-18T00:00:00.000Z,0.3,6.3,2.4,0.8,3.7,1.522,306
2020-12-19T00:00:00.000Z,4.37,14.6,7.97,7.27,9.19,1.93,287
2020-12-20T00:00:00.000Z,2.52,30.07,13.27,9.07,17.22,6.581,305
2020-12-21T00:00:00.000Z,1.77,5.8,4.13,3.67,4.57,0.749,299
2020-12-22T00:00:00.000Z,1.27,14.1,4.95,3.63,6.94,2.482,284
2020-12-23T00:00:00.000Z,0.5,3.27,1.32,1,1.69,0.481,304
2020-12-24T00:00:00.000Z,0.5,2.7,1.1,0.9,1.4,0.409,285
2020-12-25T00:00:00.000Z,0.4,2.67,1.12,0.8,1.57,0.476,309
2020-12-26T00:00:00.000Z,1.1,24.47,2.37,1.97,3,2.762,294
2020-12-27T00:00:00.000Z,0.77,8.02,3.6,1.83,4.7,1.767,303
2020-12-28T00:00:00.000Z,1.5,10.07,6.67,5.4,7.77,1.87,294
2020-12-29T00:00:00.000Z,1.47,11.7,5.37,3.3,8.36,2.775,287
2020-12-30T00:00:00.000Z,0.6,14.1,2.62,1.6,6.9,3.422,290
2020-12-31T00:00:00.000Z,1.7,94,4.09,3.23,5.79,8.874,293
2021-01-01T00:00:00.000Z,2.13,78.06,4.07,3.3,5.53,17.057,294
2021-01-02T00:00:00.000Z,1.2,8.43,3.37,2.43,4.83,1.602,267
2021-01-03T00:00:00.000Z,0.5,2.8,1.43,1.1,1.8,0.467,260
2021-01-04T00:00:00.000Z,1,5.4,3.17,2,3.7,1.064,242
2021-01-05T00:00:00.000Z,0.8,3.5,2.02,1.7,2.4,0.561,259
2021-01-06T00:00:00.000Z,0.7,5.4,2.8,2.4,3.27,0.823,236
2021-01-07T00:00:00.000Z,1.33,6.9,3.17,2.43,3.77,0.971,265
2021-01-08T00:00:00.000Z,1.6,10.83,4.13,2.7,6.4,2.102,287
2021-01-09T00:00:00.000Z,3.2,25.43,6.23,4.7,10,3.785,286
2021-01-10T00:00:00.000Z,0.87,10.7,2.67,1.77,3.55,1.782,273
2021-01-11T00:00:00.000Z,0.7,12.1,1.97,1.4,2.97,1.548,259
2021-01-12T00:00:00.000Z,0.4,6.3,1.14,0.8,1.97,0.955,272
2021-01-13T00:00:00.000Z,0.47,10.53,4.17,1.2,6.47,2.779,263
2021-01-14T00:00:00.000Z,1.67,9.23,4.53,3.17,5.97,1.896,247
2021-01-15T00:00:00.000Z,1.5,4.87,2.6,2.25,3.1,0.669,278
2021-01-16T00:00:00.000Z,0.9,3.63,1.85,1.6,2.17,0.449,258
2021-01-17T00:00:00.000Z,0.33,5.77,2.17,1.52,3.2,1.084,240
2021-01-18T00:00:00.000Z,1.7,7.93,4.63,3.8,5.35,1.272,229
2021-01-19T00:00:00.000Z,4.7,14.9,10.53,7.3,12.03,2.723,183
2021-01-20T00:00:00.000Z,7.77,38.29,17.7,10.93,27.03,8.614,267
2021-01-21T00:00:00.000Z,1.47,19.32,3.8,2.69,7.1,3.829,237
2021-01-22T00:00:00.000Z,0.43,11.9,2.27,1.9,3.1,2.327,261
2021-01-23T00:00:00.000Z,0.6,10.33,2.63,1.63,4.9,1.983,255
2021-01-24T00:00:00.000Z,1.2,8.97,4.7,3.9,5.39,1.396,277
2021-01-25T00:00:00.000Z,0.56,2.77,1.37,1.1,1.7,0.401,240
2021-01-26T00:00:00.000Z,0.4,3,1.5,0.99,1.9,0.561,261
2021-01-27T00:00:00.000Z,0.8,4.97,2.13,1.67,2.6,0.806,231
2021-01-28T00:00:00.000Z,1.1,4.3,2.52,2.06,3,0.623,246
2021-01-29T00:00:00.000Z,2.1,6.2,3.9,3.3,4.57,0.83,163
2021-01-30T00:00:00.000Z,1.1,3.83,2.4,2.02,2.7,0.473,247
2021-01-31T00:00:00.000Z,0.7,3.77,1.9,1.48,2.54,0.664,242
2021-02-01T00:00:00.000Z,1.12,10.9,4.51,2.25,6.35,2.452,200
2021-02-02T00:00:00.000Z,0.5,6.87,3,2,4.87,1.643,234
2021-02-03T00:00:00.000Z,2.33,5.97,4.09,3.5,4.59,0.78,134
2021-02-04T00:00:00.000Z,1.6,5.88,2.58,2.17,3.16,0.863,261
2021-02-05T00:00:00.000Z,1.8,9.38,4.07,3.07,4.9,1.638,228
2021-02-06T00:00:00.000Z,1.07,3.9,2,1.69,2.29,0.48,241
2021-02-07T00:00:00.000Z,0.83,3.45,1.59,1.37,1.9,0.42,208
2021-02-08T00:00:00.000Z,0.7,3,1.32,1.1,1.63,0.424,220
2021-02-09T00:00:00.000Z,0.6,3.13,1.4,1.07,1.8,0.466,220
2021-02-10T00:00:00.000Z,0.7,3.7,1.7,1.42,2.1,0.555,207
2021-02-11T00:00:00.000Z,0.8,4.03,1.75,1.42,2.29,0.594,201
2021-02-12T00:00:00.000Z,0.82,5.09,1.63,1.33,2.19,0.716,261
2021-02-13T00:00:00.000Z,0.5,1.9,1.03,0.9,1.2,0.245,257
2021-02-14T00:00:00.000Z,0.4,2.73,1,0.8,1.33,0.46,243
2021-02-15T00:00:00.000Z,1.07,3.3,1.87,1.6,2.15,0.401,244
2021-02-16T00:00:00.000Z,0.97,4.4,1.63,1.25,2.04,0.595,120
2021-02-19T00:00:00.000Z,17.8,50.27,35.5,25.3,40.52,8.936,144
2021-02-20T00:00:00.000Z,2.29,18.8,4.62,4,7.87,3.79,246
2021-02-21T00:00:00.000Z,3.63,11.57,7.12,5.3,9.02,2.015,260
2021-02-22T00:00:00.000Z,5.33,21.77,10.1,8.61,15.2,4.147,217
2021-02-23T00:00:00.000Z,7.9,32.6,15.79,10.97,25.97,7.587,232
2021-02-24T00:00:00.000Z,2.29,22.9,9.47,6.03,18.53,6.294,223
2021-02-25T00:00:00.000Z,1.4,7.5,3.23,2.6,4.53,1.397,233
2021-02-26T00:00:00.000Z,0.4,4.83,1.65,0.8,2.62,1.067,184
2021-02-27T00:00:00.000Z,0.3,2.6,0.7,0.5,1.1,0.42,254
2021-02-28T00:00:00.000Z,0.5,5.09,1.3,1.07,2.83,1.109,258
2021-03-01T00:00:00.000Z,0.6,3.33,1.7,1.4,2.1,0.566,198
2021-03-02T00:00:00.000Z,0.5,4.97,1,0.83,1.23,0.789,141
2021-03-03T00:00:00.000Z,0.63,6,1.82,1.29,2.34,1.059,164
2021-03-04T00:00:00.000Z,0.4,3.77,1.12,0.89,1.64,0.622,201
2021-03-05T00:00:00.000Z,0.6,3.4,1.1,0.9,1.5,0.53,208
2021-03-06T00:00:00.000Z,0.4,2.2,0.8,0.7,0.97,0.302,117
2021-03-07T00:00:00.000Z,0.47,2.47,1,0.8,1.12,0.264,160
2021-03-08T00:00:00.000Z,0.6,3.83,1.21,1,1.77,0.649,186
2021-03-09T00:00:00.000Z,0.77,4.9,1.69,1.12,2.9,1.106,230
2021-03-10T00:00:00.000Z,1.83,5.63,3.13,2.8,3.63,0.611,234
2021-03-11T00:00:00.000Z,1.63,43.37,13.83,2.67,22.1,11.657,235
2021-03-12T00:00:00.000Z,0.6,30.8,3.2,1.3,18.32,9.664,243
2021-03-13T00:00:00.000Z,1.5,7,2.67,2.25,4.42,1.325,233
2021-03-14T00:00:00.000Z,0.9,12.8,2.33,1.73,3.03,1.43,239
2021-03-15T00:00:00.000Z,1.37,13.63,3.67,2.13,5.47,2.376,165
2021-03-16T00:00:00.000Z,0.7,16,2.8,1.42,9.49,4.803,201
2021-03-17T00:00:00.000Z,0.97,5.43,2.1,1.73,2.67,0.69,238
2021-03-18T00:00:00.000Z,0.5,4.63,1.4,1.05,1.87,0.626,213
2021-03-19T00:00:00.000Z,0.63,3.13,1.33,1.07,1.73,0.532,175
2021-03-20T00:00:00.000Z,0.77,3.63,1.7,1.29,2.22,0.623,228
2021-03-21T00:00:00.000Z,0.4,2.97,0.77,0.6,0.9,0.364,203
2021-03-22T00:00:00.000Z,0.4,5.8,0.92,0.77,1.1,0.711,232
2021-03-23T00:00:00.000Z,0.53,4.93,1.4,1.1,1.7,0.556,307
2021-03-24T00:00:00.000Z,1.97,9.47,4.63,4,5.55,1.301,192
2021-03-25T00:00:00.000Z,1.4,10.83,2.52,2,3.4,1.774,204
2021-03-26T00:00:00.000Z,1.57,30.2,8.27,5.85,14.17,7.433,169
2021-03-27T00:00:00.000Z,4.07,56.4,31.83,23.85,43.62,12.848,165
2021-03-28T00:00:00.000Z,0.3,37.63,2.1,1.22,3.05,8.14,117
2021-03-29T00:00:00.000Z,0.4,6.57,1.23,0.8,2.92,1.891,192
2021-03-30T00:00:00.000Z,0.8,4.2,2,1.47,2.4,0.651,214
2021-03-31T00:00:00.000Z,0.5,5.33,1.4,1.07,2.84,1.272,197
2021-04-01T00:00:00.000Z,0.3,2.33,0.8,0.6,0.95,0.271,181
2021-04-02T00:00:00.000Z,0.4,1.9,0.8,0.7,1,0.238,197
2021-04-03T00:00:00.000Z,0.5,2.57,0.93,0.77,1.17,0.361,211
2021-04-04T00:00:00.000Z,0.8,5.2,1.9,1.3,3.2,1.032,189
2021-04-05T00:00:00.000Z,0.4,3.57,0.9,0.73,1.2,0.52,143
2021-04-06T00:00:00.000Z,0.4,2.5,0.7,0.56,0.8,0.277,238
2021-04-07T00:00:00.000Z,0.4,5.03,1.27,0.9,1.93,0.936,164
2021-04-08T00:00:00.000Z,0.56,4.57,1.5,1.14,1.93,0.626,192
2021-04-09T00:00:00.000Z,0.56,3.2,1.5,1.17,2,0.582,187
2021-04-10T00:00:00.000Z,0.5,2.5,1.1,0.8,1.4,0.436,164
2021-04-11T00:00:00.000Z,0.56,5.6,1.5,1.12,2,0.67,107
2021-04-12T00:00:00.000Z,0.43,13.17,2.02,0.93,3.43,3.066,78
2021-04-13T00:00:00.000Z,0.5,2.13,1.12,0.99,1.4,0.322,124
2021-04-14T00:00:00.000Z,0.4,3.9,1.17,0.8,2.2,0.919,127
2021-04-15T00:00:00.000Z,0.67,4.97,1.63,1.23,2.1,0.792,96
2021-04-16T00:00:00.000Z,0.7,3.03,1.47,1.23,1.75,0.45,125
2021-04-17T00:00:00.000Z,0.7,3.4,1.3,1.12,1.6,0.39,144
2021-04-18T00:00:00.000Z,0.9,3,1.47,1.3,1.7,0.355,131
2021-04-19T00:00:00.000Z,1.12,3.93,1.93,1.67,2.29,0.496,131
2021-04-20T00:00:00.000Z,1,4.57,1.83,1.5,2.22,0.688,117
2021-04-21T00:00:00.000Z,0.87,4.67,2.29,1.77,2.77,0.746,118
2021-04-22T00:00:00.000Z,0.3,4.8,0.93,0.6,1.6,1.051,115
2021-04-23T00:00:00.000Z,0.4,2.29,0.75,0.6,0.9,0.27,107
2021-04-24T00:00:00.000Z,0.3,2.33,0.7,0.6,0.85,0.277,128
2021-04-25T00:00:00.000Z,0.4,1.47,0.7,0.6,0.83,0.237,163
2021-04-26T00:00:00.000Z,0.56,1.7,0.97,0.8,1.12,0.24,134
2021-04-27T00:00:00.000Z,0.63,4.07,1.23,1.05,1.6,0.574,125
2021-04-28T00:00:00.000Z,0.7,3.67,1.8,1.3,2.2,0.68,130
2021-04-29T00:00:00.000Z,0.7,5.83,1.6,1.2,3.07,1.344,119
2021-04-30T00:00:00.000Z,0.5,10.63,1.35,0.99,1.97,1.232,104
2021-05-01T00:00:00.000Z,0.53,6.77,1.4,1,1.8,0.72,137
2021-05-02T00:00:00.000Z,0.5,33.27,1.2,0.9,1.57,2.79,135
2021-05-03T00:00:00.000Z,0.9,4.7,1.8,1.33,2.5,0.802,121
2021-05-04T00:00:00.000Z,0.9,14.63,2.87,1.75,7.15,3.07,116
2021-05-05T00:00:00.000Z,0.5,18.97,1.1,0.87,2.1,1.971,127
2021-05-06T00:00:00.000Z,0.53,8,1.4,1,3.2,1.479,114
2021-05-07T00:00:00.000Z,0.5,4,1.8,1.53,2.54,0.876,121
2021-05-08T00:00:00.000Z,1.1,3.97,2.23,1.83,2.57,0.515,121
2021-05-09T00:00:00.000Z,1,20.47,2.8,2.31,8.85,5.4,137
2021-05-10T00:00:00.000Z,2.93,17.7,4.9,3.9,11.03,4.569,131
2021-05-11T00:00:00.000Z,2.7,7.53,4.8,4.23,5.7,1.087,121
2021-05-12T00:00:00.000Z,1.9,7.4,3.2,2.9,3.89,1.03,116
2021-05-13T00:00:00.000Z,3.33,16.3,7.5,5.6,11.1,3.291,143
2021-05-14T00:00:00.000Z,1.37,23.27,8.02,2.5,18.27,7.094,130
2021-05-15T00:00:00.000Z,0.93,21.47,7.43,3.3,10.89,4.769,145
2021-05-16T00:00:00.000Z,1.2,12.13,2.5,2,9.52,3.959,147
2021-05-17T00:00:00.000Z,0.56,13.1,2.9,1.82,7.82,3.477,133
2021-05-18T00:00:00.000Z,0.7,15.3,1.57,1.2,10.97,5.082,110
2021-05-19T00:00:00.000Z,0.6,2.8,1.4,1.04,1.8,0.464,144
2021-05-20T00:00:00.000Z,0.83,5.63,2.43,1.72,2.92,0.88,152
2021-05-21T00:00:00.000Z,0.7,4,1.73,1.37,2.38,0.713,144
2021-05-22T00:00:00.000Z,0.63,4.76,1.57,1.2,2.5,1.027,121
2021-05-23T00:00:00.000Z,0.83,8.57,2.23,1.77,4.2,1.668,159
2021-05-24T00:00:00.000Z,0.83,6.7,3.55,1.73,4.7,1.55,146
2021-05-25T00:00:00.000Z,1.12,6.2,3.2,2.1,4.63,1.411,165
2021-05-26T00:00:00.000Z,0.56,6.33,1.4,0.97,1.75,0.883,161
2021-05-27T00:00:00.000Z,0.4,1.57,0.7,0.6,0.9,0.227,145
2021-05-28T00:00:00.000Z,0.5,11.33,6.35,3.35,8.02,2.634,152
2021-05-29T00:00:00.000Z,1,5.83,1.8,1.53,2.2,0.667,129
2021-05-30T00:00:00.000Z,1.5,6.33,2.47,2.1,3.37,1.14,170
2021-05-31T00:00:00.000Z,0.67,5.03,1.9,1.43,2.67,0.994,135
2021-06-01T00:00:00.000Z,0.9,3.5,1.77,1.43,2.06,0.451,169
2021-06-02T00:00:00.000Z,1.7,4.59,2.57,2.2,2.99,0.63,132
2021-06-03T00:00:00.000Z,1.87,8.13,3.1,2.59,4.23,1.566,141
2021-06-04T00:00:00.000Z,1.23,6.4,2.9,2.43,4.7,1.292,150
2021-06-05T00:00:00.000Z,2,6.27,3.1,2.63,3.7,0.784,158
2021-06-06T00:00:00.000Z,1.57,7.9,3.1,2.37,4.4,1.609,183
2021-06-07T00:00:00.000Z,2.47,6.57,4.3,3.6,4.9,0.861,322
2021-06-08T00:00:00.000Z,2.4,13.1,5.9,4.8,8.17,2.172,232
2021-06-09T00:00:00.000Z,3.33,17.23,10.5,5.49,12.3,3.655,253
2021-06-10T00:00:00.000Z,1.23,8.8,2.5,2,3.13,1.795,176
2021-06-11T00:00:00.000Z,1.47,9.27,3.2,2.47,3.8,0.974,176
2021-06-12T00:00:00.000Z,0.9,6.33,2.42,1.9,3.6,1.41,158
2021-06-13T00:00:00.000Z,0.5,2.8,1.2,0.93,1.5,0.458,162
2021-06-14T00:00:00.000Z,0.9,5.09,2.43,1.5,3.53,1.113,190
2021-06-15T00:00:00.000Z,0.4,2.73,0.97,0.7,1.4,0.47,183
2021-06-16T00:00:00.000Z,0.87,7,1.77,1.47,2.29,0.781,170
2021-06-17T00:00:00.000Z,1,4.53,2.52,2,3.15,0.753,232
2021-06-18T00:00:00.000Z,1.6,12.73,6.97,3.1,8.19,2.79,242
2021-06-19T00:00:00.000Z,0.7,14,4.9,2.9,7.87,3.095,275
2021-06-20T00:00:00.000Z,4.8,16.3,9.19,7.9,12.73,3.016,304
2021-06-21T00:00:00.000Z,0.8,19.3,5.87,4.59,9.19,5.152,263
2021-06-22T00:00:00.000Z,3,15.53,5.97,5,8.28,2.689,224
2021-06-23T00:00:00.000Z,1.5,5.5,3.4,2.8,4.05,0.827,285
2021-06-24T00:00:00.000Z,2.8,15,5.37,4.62,6.5,2.544,261
2021-06-25T00:00:00.000Z,0.67,17.13,5.6,3.27,13.6,5.34,295
2021-06-26T00:00:00.000Z,0.8,11,2.57,1.92,3.77,1.653,308
2021-06-27T00:00:00.000Z,1.3,7.8,3.35,2.77,4.3,1.392,306
2021-06-28T00:00:00.000Z,2.4,9.02,4.5,3.76,5.29,1.406,288
2021-06-29T00:00:00.000Z,2,9.27,4.2,3.45,5.4,1.739,313
2021-06-30T00:00:00.000Z,1.1,10.6,5.17,3.26,6.75,2.459,281
2021-07-01T00:00:00.000Z,1.2,3.57,2.04,1.67,2.6,0.571,258
2021-07-02T00:00:00.000Z,1.2,5.83,3.03,2.45,3.67,0.897,244
2021-07-03T00:00:00.000Z,1.6,7.03,3.5,2.97,4.17,1.012,323
2021-07-04T00:00:00.000Z,0.7,6.5,3.3,2.7,4.4,1.172,317
2021-07-05T00:00:00.000Z,2.63,6.3,3.77,3.4,4.2,0.665,262
2021-07-06T00:00:00.000Z,1.77,9,4.59,3.53,6.37,1.818,294
2021-07-07T00:00:00.000Z,3,16.77,8.32,5.22,10.39,3.408,260
2021-07-08T00:00:00.000Z,0.77,9.27,1.93,1.5,3.42,2.293,285
2021-07-09T00:00:00.000Z,0.87,12.63,2.6,1.7,3.57,1.628,323
2021-07-10T00:00:00.000Z,1.1,12.07,5.09,3.93,6.8,2.18,329
2021-07-11T00:00:00.000Z,0.4,5.63,2.13,1.7,2.8,1.159,351
2021-07-12T00:00:00.000Z,1.43,7.23,2.57,2.15,4.13,1.428,257
2021-07-13T00:00:00.000Z,1.6,9.3,3.73,2.67,5.7,1.876,231
2021-07-14T00:00:00.000Z,2.67,26.47,4.57,3.69,8,5.746,257
2021-07-15T00:00:00.000Z,5.47,27.8,10.17,7.63,14.05,5.574,305
2021-07-16T00:00:00.000Z,0.9,17.23,2.65,1.7,5.09,3.909,260
2021-07-17T00:00:00.000Z,4.17,15.43,6.13,5.49,6.99,2.702,325
2021-07-18T00:00:00.000Z,1.03,16.17,3.03,1.8,7.2,3.368,271
2021-07-19T00:00:00.000Z,0.33,2.1,1,0.73,1.3,0.38,244
2021-07-20T00:00:00.000Z,0.8,4.13,1.97,1.4,3.2,0.939,255
2021-07-21T00:00:00.000Z,0.3,3.47,0.6,0.5,0.9,0.334,287
2021-07-22T00:00:00.000Z,0.9,4.53,2.29,1.62,2.83,0.745,241
2021-07-23T00:00:00.000Z,0.63,3.87,1.5,1.27,2,0.728,298
2021-07-24T00:00:00.000Z,1.17,6.47,2.9,2.29,3.47,0.761,286
2021-07-25T00:00:00.000Z,1.4,5,2.47,2.02,3.4,0.829,316
2021-07-26T00:00:00.000Z,1.5,8.23,4.03,3.03,5.73,1.715,325
2021-07-27T00:00:00.000Z,2.6,13.7,7.19,5.67,8.9,2.398,342
2021-07-28T00:00:00.000Z,2.87,15.6,10.57,8,12.4,2.839,342
2021-07-29T00:00:00.000Z,0.67,7.9,2.6,1.33,4.47,1.793,304
2021-07-30T00:00:00.000Z,0.3,25.43,1,0.77,1.3,1.87,244
2021-07-31T00:00:00.000Z,1.5,24.7,3.63,3.1,4.59,2.769,264
2021-08-01T00:00:00.000Z,1.1,15.27,2.6,2,3.73,1.664,254
